Order ID,Ship Date,Delivery Status,Carrier
O000689,2023-05-15,Delivered,FedEx
O000690,2023-11-23,In Transit,USPS
O000691,2023-05-07,Delivered,DHL
O000692,2024-01-04,Delivered,UPS
O000693,2023-09-13,Shipped,UPS
O000694,2023-02-07,In Transit,FedEx
O000695,2023-01-24,Shipped,USPS
O000696,2023-07-07,In Transit,FedEx
O000697,2023-02-03,In Transit,DHL
O000698,2023-10-24,Shipped,FedEx
O000699,2023-09-09,In Transit,DHL
O000700,2023-10-07,Shipped,FedEx
O000701,2023-12-17,Delayed,UPS
O000702,2023-02-20,Delivered,USPS
O000703,2023-04-21,Delayed,DHL
O000704,2023-09-09,In Transit,FedEx
O000705,2023-02-12,Delayed,USPS
O000706,2023-05-30,Delayed,UPS
O000707,2023-06-27,Shipped,FedEx
O000708,2023-01-09,Delivered,FedEx
O000709,2023-06-05,Delayed,USPS
O000710,2023-06-03,Shipped,DHL
O000711,2023-04-19,Delayed,UPS
O000712,2023-10-09,Delivered,UPS
O000713,2023-07-14,Delivered,DHL
O000714,2023-01-26,Shipped,UPS
O000715,2023-01-27,Delayed,UPS
O000716,2023-12-12,Shipped,FedEx
O000717,2023-07-30,In Transit,UPS
O000718,2023-03-01,In Transit,FedEx
O000719,2023-03-23,Delivered,FedEx
O000720,2023-09-07,Shipped,FedEx
O000721,2023-01-23,Delayed,UPS
O000722,2023-09-19,Delayed,DHL
O000723,2023-11-24,Delayed,USPS
O000724,2023-02-11,Delayed,DHL
O000725,2023-02-21,Shipped,DHL
O000726,2023-10-31,Delivered,USPS
O000727,2023-05-15,Delayed,DHL
O000728,2023-03-03,Shipped,USPS
O000729,2023-11-03,Delayed,UPS
O000730,2023-08-25,Delayed,DHL
O000731,2023-05-27,Delayed,DHL
O000732,2023-10-14,Shipped,USPS
O000733,2023-05-02,Delayed,FedEx
O000734,2023-10-11,Delayed,UPS
O000735,2023-04-03,Delayed,USPS
O000736,2023-07-02,Delayed,FedEx
O000737,2023-03-17,Shipped,DHL
O000738,2023-05-28,In Transit,UPS
O000739,2023-05-30,Shipped,UPS
O000740,2023-04-14,Delayed,USPS
O000741,2023-01-18,In Transit,UPS
O000742,2023-09-08,Delayed,UPS
O000743,2023-03-28,Shipped,DHL
O000744,2024-01-05,In Transit,UPS
O000745,2023-09-27,Delivered,UPS
O000746,2023-04-10,In Transit,DHL
O000747,2023-08-17,In Transit,DHL
O000748,2023-05-29,In Transit,USPS
O000749,2023-06-22,In Transit,UPS
O000750,2023-09-13,In Transit,DHL
O000751,2023-05-26,Delayed,DHL
O000752,2023-09-10,In Transit,UPS
O000753,2023-11-27,Delayed,USPS
O000754,2023-09-28,In Transit,DHL
O000755,2023-09-04,Shipped,UPS
O000756,2023-12-22,Delayed,DHL
O000757,2023-06-13,Delivered,UPS
O000758,2023-01-06,Delivered,USPS
O000759,2023-06-04,In Transit,USPS
O000760,2023-02-24,Delivered,USPS
O000761,2023-06-23,Delivered,UPS
O000762,2023-06-14,In Transit,DHL
O000763,2023-02-03,Delayed,FedEx
O000764,2023-11-14,Delayed,DHL
O000765,2023-09-21,Delivered,USPS
O000766,2023-03-07,In Transit,UPS
O000767,2023-08-01,Shipped,DHL
O000768,2023-03-24,In Transit,USPS
O000769,2023-06-29,Delayed,FedEx
O000770,2023-04-18,Shipped,UPS
O000771,2023-08-19,Delivered,UPS
O000772,2023-02-05,In Transit,USPS
O000773,2023-11-25,Delayed,DHL
O000774,2023-05-12,Delivered,USPS
O000775,2023-11-12,In Transit,UPS
O000776,2023-12-07,Delayed,FedEx
O000777,2023-05-15,Shipped,DHL
O000778,2023-02-19,Delayed,FedEx
O000779,2023-11-05,Shipped,FedEx
O000780,2023-10-16,Shipped,DHL
O000781,2023-03-20,In Transit,UPS
O000782,2023-11-08,In Transit,UPS
O000783,2023-12-22,In Transit,FedEx
O000784,2023-08-04,Delayed,UPS
O000785,2023-07-09,In Transit,UPS
O000786,2023-12-19,Shipped,UPS
O000787,2023-03-09,Shipped,FedEx
O000788,2023-12-22,Delivered,USPS
O000789,2023-10-27,Delivered,USPS
O000790,2023-07-06,Delayed,DHL
O000791,2023-12-21,Delayed,FedEx
O000792,2023-04-26,Shipped,FedEx
O000793,2023-07-02,Delivered,DHL
O000794,2023-03-02,Delayed,FedEx
O000795,2023-03-23,Delayed,UPS
O000796,2023-11-19,In Transit,USPS
O000797,2023-08-30,In Transit,USPS
O000798,2023-08-23,Shipped,USPS
O000799,2023-02-23,Shipped,UPS
O000800,2023-06-26,Delivered,UPS
O000801,2023-11-02,Delivered,DHL
O000802,2023-05-15,Shipped,USPS
O000803,2023-06-02,In Transit,FedEx
O000804,2023-05-28,Shipped,FedEx
O000805,2023-04-29,Shipped,USPS
O000806,2023-11-06,Delayed,USPS
O000807,2023-06-18,Delivered,UPS
O000808,2023-08-28,Shipped,DHL
O000809,2023-01-12,Delivered,FedEx
O000810,2023-03-10,Shipped,USPS
O000811,2023-06-25,Delayed,UPS
O000812,2023-07-22,Delivered,UPS
O000813,2023-08-21,In Transit,USPS
O000814,2023-08-05,Shipped,DHL
O000815,2023-09-01,Delayed,DHL
O000816,2023-02-14,Delayed,DHL
O000817,2023-08-04,In Transit,UPS
O000818,2023-12-02,Delivered,FedEx
O000819,2023-06-28,In Transit,FedEx
O000820,2023-02-19,Delayed,DHL
O000821,2023-05-01,Delivered,USPS
O000822,2023-04-17,Shipped,UPS
O000823,2023-09-07,In Transit,FedEx
O000824,2023-04-25,Shipped,DHL
O000825,2023-10-18,Delayed,FedEx
O000826,2023-02-27,Delivered,FedEx
O000827,2023-09-30,Delayed,DHL
O000828,2023-04-30,In Transit,FedEx
O000829,2023-04-09,In Transit,FedEx
O000830,2023-09-15,Shipped,UPS
O000831,2023-09-20,Shipped,FedEx
O000832,2023-01-15,In Transit,USPS
O000833,2023-03-10,Delayed,DHL
O000834,2023-10-12,Shipped,FedEx
O000835,2023-08-22,Shipped,DHL
O000836,2023-05-23,In Transit,DHL
O000837,2023-05-21,Delayed,UPS
O000838,2023-02-05,In Transit,DHL
O000839,2023-02-21,Delivered,DHL
O000840,2023-10-14,In Transit,DHL
O000841,2023-02-14,In Transit,FedEx
O000842,2023-09-10,Shipped,DHL
O000843,2023-04-04,Delayed,DHL
O000844,2023-07-25,In Transit,DHL
O000845,2023-12-21,Delayed,UPS
O000846,2023-09-09,In Transit,DHL
O000847,2023-07-26,Shipped,FedEx
O000848,2023-07-21,Delivered,UPS
O000849,2023-07-27,Shipped,FedEx
O000850,2023-06-05,Delayed,DHL
O000851,2023-05-05,Delayed,FedEx
O000852,2023-03-22,Delivered,UPS
O000853,2023-12-25,Shipped,UPS
O000854,2023-01-19,In Transit,UPS
O000855,2023-07-29,In Transit,USPS
O000856,2023-03-16,Shipped,FedEx
O000857,2023-09-03,Delivered,FedEx
O000858,2023-03-13,Delayed,USPS
O000859,2023-12-15,Shipped,FedEx
O000860,2023-12-30,Shipped,DHL
O000861,2023-06-01,Delayed,FedEx
O000862,2023-06-18,Delivered,USPS
O000863,2023-05-29,Shipped,FedEx
O000864,2023-12-04,Delayed,FedEx
O000865,2023-08-15,In Transit,UPS
O000866,2023-01-24,Shipped,FedEx
O000867,2023-10-07,In Transit,DHL
O000868,2023-04-19,Delivered,UPS
O000869,2023-04-04,Delivered,DHL
O000870,2023-02-10,In Transit,DHL
O000871,2023-03-08,Delivered,USPS
O000872,2023-09-23,Delivered,USPS
O000873,2023-06-30,Delivered,USPS
O000874,2023-06-21,In Transit,USPS
O000875,2023-11-21,Delivered,FedEx
O000876,2023-06-15,In Transit,FedEx
O000877,2023-10-22,Delivered,DHL
O000878,2023-09-27,Delayed,USPS
O000879,2023-12-03,Delivered,UPS
O000880,2023-06-01,In Transit,USPS
O000881,2023-06-28,Shipped,FedEx
O000882,2023-09-29,Delivered,FedEx
O000883,2023-04-11,Delivered,FedEx
O000884,2023-01-18,Shipped,FedEx
O000885,2023-03-01,Delivered,USPS
O000886,2023-06-22,In Transit,UPS
O000887,2023-04-19,Shipped,DHL
O000888,2023-10-11,Delayed,USPS
O000889,2023-01-30,Delayed,DHL
O000890,2023-08-03,Delayed,FedEx
O000891,2023-06-04,Delivered,DHL
O000892,2023-11-16,Delayed,USPS
O000893,2023-06-29,Delayed,USPS
O000894,2023-02-26,Delayed,FedEx
O000895,2023-04-20,Delayed,UPS
O000896,2024-01-09,In Transit,USPS
O000897,2023-02-09,Delayed,USPS
O000898,2023-02-04,Shipped,UPS
O000899,2023-05-08,Delayed,USPS
O000900,2023-06-29,Delivered,FedEx
O000901,2023-11-04,Delivered,UPS
O000902,2023-01-26,Delivered,DHL
O000903,2023-05-10,Delivered,FedEx
O000904,2024-01-03,Shipped,UPS
O000905,2023-09-10,In Transit,FedEx
O000906,2023-08-26,Shipped,FedEx
O000907,2023-04-11,Delayed,UPS
O000908,2023-03-12,Delayed,DHL
O000909,2023-05-21,In Transit,FedEx
O000910,2023-04-24,Delivered,FedEx
O000911,2023-07-14,Delivered,USPS
O000912,2023-09-10,Delayed,FedEx
O000913,2023-02-20,Delayed,DHL
O000914,2023-05-23,In Transit,FedEx
O000915,2023-12-26,Delivered,FedEx
O000916,2023-02-13,Delayed,UPS
O000917,2023-06-13,Shipped,UPS
O000918,2023-02-05,Delivered,DHL
O000919,2023-05-10,Shipped,DHL
O000920,2023-04-27,Shipped,USPS
O000921,2023-08-20,Delivered,FedEx
O000922,2023-04-08,In Transit,DHL
O000923,2023-08-10,In Transit,DHL
O000924,2023-10-16,In Transit,UPS
O000925,2023-02-07,Delivered,DHL
O000926,2023-09-29,In Transit,USPS
O000927,2023-05-15,Shipped,DHL
O000928,2023-08-15,In Transit,USPS
O000929,2023-06-07,Delayed,FedEx
O000930,2023-11-08,In Transit,UPS
O000931,2023-04-16,Delayed,USPS
O000932,2023-03-28,In Transit,UPS
O000933,2023-11-29,Delayed,DHL
O000934,2023-03-12,Shipped,FedEx
O000935,2023-10-28,Shipped,FedEx
O000936,2023-05-14,Shipped,USPS
O000937,2023-09-10,Delivered,DHL
O000938,2023-12-21,In Transit,FedEx
O000939,2023-09-22,Shipped,DHL
O000940,2023-03-26,Delivered,UPS
O000941,2023-03-15,Delivered,USPS
O000942,2023-02-11,Shipped,FedEx
O000943,2023-05-21,Delivered,UPS
O000944,2023-04-29,Shipped,DHL
O000945,2023-03-03,In Transit,USPS
O000946,2024-01-13,Delayed,USPS
O000947,2023-04-03,In Transit,FedEx
O000948,2023-10-11,Delayed,FedEx
O000949,2024-01-06,Shipped,USPS
O000950,2023-02-18,In Transit,USPS
O000951,2023-10-30,Delayed,USPS
O000952,2023-11-21,Delivered,USPS
O000953,2023-03-16,In Transit,UPS
O000954,2023-02-13,Delivered,UPS
O000955,2023-09-25,Shipped,UPS
O000956,2023-10-23,Shipped,UPS
O000957,2023-10-29,Delayed,USPS
O000958,2023-11-09,Delayed,UPS
O000959,2023-10-22,In Transit,USPS
O000960,2023-11-07,Shipped,UPS
O000961,2023-04-21,In Transit,DHL
O000962,2023-07-09,Shipped,DHL
O000963,2023-11-12,Delayed,DHL
O000964,2023-10-03,In Transit,UPS
O000965,2023-06-03,Shipped,FedEx
O000966,2023-11-16,Delayed,FedEx
O000967,2023-07-19,Shipped,FedEx
O000968,2023-07-27,Shipped,FedEx
O000969,2023-12-23,Delayed,UPS
O000970,2023-08-10,Shipped,UPS
O000971,2023-05-08,Delivered,FedEx
O000972,2023-04-22,Shipped,USPS
O000973,2023-12-03,Delayed,UPS
O000974,2023-09-20,Shipped,FedEx
O000975,2023-12-24,Shipped,FedEx
O000976,2023-03-25,Shipped,USPS
O000977,2023-09-12,Delayed,USPS
O000978,2023-07-03,Delayed,FedEx
O000979,2023-02-25,Delivered,USPS
O000980,2023-09-27,Delayed,DHL
O000981,2023-02-07,Delivered,USPS
O000982,2023-04-18,Shipped,FedEx
O000983,2023-04-08,Delivered,DHL
O000984,2023-02-12,Shipped,FedEx
O000985,2023-07-08,Shipped,DHL
O000986,2023-05-12,Delayed,UPS
O000987,2023-11-07,Delayed,USPS
O000988,2023-08-03,Delivered,USPS
O000989,2023-08-14,Delayed,DHL
O000990,2023-02-01,Shipped,DHL
O000991,2023-03-02,Delivered,FedEx
O000992,2023-07-10,In Transit,FedEx
O000993,2023-01-23,Delayed,FedEx
O000994,2023-09-15,In Transit,FedEx
O000995,2023-03-19,In Transit,UPS
O000996,2023-08-24,Shipped,UPS
O000997,2023-07-25,Shipped,FedEx
O000998,2024-01-05,In Transit,FedEx
O000999,2023-05-06,Shipped,UPS
O001000,2023-10-16,Delayed,UPS
O001001,2023-12-21,Shipped,USPS
O001002,2023-10-26,Shipped,UPS
O001003,2023-07-10,Delayed,UPS
O001004,2023-01-27,Shipped,FedEx
O001005,2023-12-26,Delayed,FedEx
O001006,2023-10-02,Delayed,USPS
O001007,2023-12-23,Delivered,USPS
O001008,2023-12-30,Shipped,FedEx
O001009,2023-09-21,Delayed,DHL
O001010,2023-02-11,Shipped,UPS
O001011,2023-05-06,Shipped,FedEx
O001012,2023-07-19,Shipped,UPS
O001013,2023-11-28,Shipped,DHL
O001014,2023-01-17,Delivered,DHL
O001015,2023-06-25,Delayed,USPS
O001016,2023-01-24,Delivered,DHL
O001017,2023-10-02,Delivered,FedEx
O001018,2023-06-10,Shipped,DHL
O001019,2023-12-30,Shipped,USPS
O001020,2023-02-02,In Transit,DHL
O001021,2023-06-02,Shipped,USPS
O001022,2023-03-01,Shipped,UPS
O001023,2023-07-26,Shipped,USPS
O001024,2023-11-09,Delivered,UPS
O001025,2023-11-11,In Transit,UPS
O001026,2023-12-24,Delivered,USPS
O001027,2023-05-28,In Transit,UPS
O001028,2023-12-27,Delayed,USPS
O001029,2023-11-26,Delayed,DHL
O001030,2023-01-20,In Transit,UPS
O001031,2023-10-23,Shipped,UPS
O001032,2023-06-24,Delivered,FedEx
O001033,2023-03-06,Delayed,FedEx
O001034,2023-02-06,Delayed,UPS
O001035,2023-11-06,Delivered,UPS
O001036,2023-07-06,Delayed,USPS
O001037,2023-02-28,Delivered,UPS
O001038,2024-01-10,Shipped,FedEx
O001039,2023-07-23,In Transit,USPS
O001040,2023-12-28,Shipped,DHL
O001041,2023-06-09,Delayed,FedEx
O001042,2023-09-23,Delayed,USPS
O001043,2023-05-26,In Transit,FedEx
O001044,2023-05-13,Delayed,USPS
O001045,2023-01-29,In Transit,DHL
O001046,2023-10-18,Delayed,UPS
O001047,2023-12-10,In Transit,USPS
O001048,2023-11-01,Delivered,UPS
O001049,2023-07-16,Delayed,USPS
O001050,2023-09-27,Delayed,FedEx
O001051,2023-09-12,Shipped,USPS
O001052,2023-03-27,Shipped,USPS
O001053,2023-08-08,Delivered,DHL
O001054,2023-07-30,In Transit,UPS
O001055,2023-03-02,Shipped,UPS
O001056,2023-12-23,In Transit,UPS
O001057,2023-06-19,Shipped,UPS
O001058,2023-06-03,Shipped,DHL
O001059,2023-08-28,Delayed,USPS
O001060,2023-08-07,Delayed,FedEx
O001061,2023-01-27,In Transit,FedEx
O001062,2023-03-31,Delayed,USPS
O001063,2023-01-25,Delayed,FedEx
O001064,2023-04-24,Delivered,DHL
O001065,2023-10-20,Delivered,USPS
O001066,2023-08-10,Delayed,FedEx
O001067,2023-09-26,Shipped,DHL
O001068,2023-02-14,Delivered,FedEx
O001069,2023-06-09,In Transit,FedEx
O001070,2023-07-31,Delivered,UPS
O001071,2023-12-09,Delivered,USPS
O001072,2023-06-12,Delivered,UPS
O001073,2023-09-26,Shipped,USPS
O001074,2023-06-22,In Transit,USPS
O001075,2023-09-20,Delivered,UPS
O001076,2023-10-28,In Transit,USPS
O001077,2023-03-04,Delivered,FedEx
O001078,2023-04-11,Delayed,FedEx
O001079,2023-08-31,Delayed,USPS
O001080,2023-11-10,In Transit,USPS
O001081,2023-12-24,Shipped,DHL
O001082,2023-09-13,In Transit,DHL
O001083,2023-12-05,In Transit,UPS
O001084,2023-11-15,Delivered,UPS
O001085,2023-07-17,Shipped,FedEx
O001086,2024-01-09,Delivered,FedEx
O001087,2023-12-01,Shipped,UPS
O001088,2023-07-14,Delayed,UPS
O001089,2023-06-05,In Transit,USPS
O001090,2023-09-19,Delivered,USPS
O001091,2023-08-15,In Transit,DHL
O001092,2023-11-21,Shipped,UPS
O001093,2023-06-03,Shipped,DHL
O001094,2024-01-02,Delivered,DHL
O001095,2023-11-23,Delivered,UPS
O001096,2023-02-06,In Transit,DHL
O001097,2023-04-19,Delivered,FedEx
O001098,2023-01-19,Shipped,USPS
O001099,2023-05-17,Shipped,USPS
O001100,2023-06-28,In Transit,UPS
O001101,2023-12-01,Delayed,USPS
O001102,2023-08-25,Delivered,USPS
O001103,2023-07-04,In Transit,DHL
O001104,2023-11-23,Shipped,FedEx
O001105,2023-05-19,In Transit,UPS
O001106,2023-09-23,Delayed,FedEx
O001107,2023-08-21,In Transit,FedEx
O001108,2023-09-06,In Transit,UPS
O001109,2023-11-08,Shipped,FedEx
O001110,2023-08-31,Shipped,USPS
O001111,2023-08-24,In Transit,USPS
O001112,2023-11-06,In Transit,UPS
O001113,2023-02-18,Delayed,UPS
O001114,2023-12-16,In Transit,USPS
O001115,2023-03-14,Delivered,UPS
O001116,2023-04-22,Delivered,UPS
O001117,2023-08-08,In Transit,UPS
O001118,2023-09-13,In Transit,USPS
O001119,2023-02-04,Shipped,USPS
O001120,2023-03-17,Delivered,DHL
O001121,2024-01-04,In Transit,DHL
O001122,2023-09-17,Delayed,UPS
O001123,2023-05-03,Delayed,USPS
O001124,2023-08-16,Delayed,DHL
O001125,2023-11-26,Delayed,FedEx
O001126,2023-11-16,In Transit,USPS
O001127,2023-04-09,Shipped,UPS
O001128,2023-01-16,Delivered,UPS
O001129,2023-06-10,In Transit,UPS
O001130,2023-08-05,In Transit,UPS
O001131,2024-01-02,Delivered,FedEx
O001132,2023-10-16,Shipped,UPS
O001133,2023-10-02,In Transit,FedEx
O001134,2023-12-25,In Transit,UPS
O001135,2023-03-07,Delivered,USPS
O001136,2023-08-04,Delivered,DHL
O001137,2023-07-12,Shipped,UPS
O001138,2023-05-02,In Transit,UPS
O001139,2023-04-25,Delivered,USPS
O001140,2023-08-04,Delivered,UPS
O001141,2023-09-18,Delivered,UPS
O001142,2023-07-31,Shipped,UPS
O001143,2023-08-18,In Transit,USPS
O001144,2023-12-25,Delivered,USPS
O001145,2023-07-18,Shipped,FedEx
O001146,2023-06-12,Delivered,USPS
O001147,2023-09-27,Delivered,DHL
O001148,2023-10-12,In Transit,UPS
O001149,2023-07-17,Delivered,USPS
O001150,2023-04-07,In Transit,FedEx
O001151,2023-08-19,Delivered,UPS
O001152,2023-09-10,In Transit,USPS
O001153,2023-07-27,In Transit,DHL
O001154,2024-01-13,Delayed,FedEx
O001155,2023-11-19,In Transit,USPS
O001156,2023-01-15,Delayed,USPS
O001157,2023-01-29,In Transit,UPS
O001158,2023-11-23,Shipped,USPS
O001159,2023-06-28,Shipped,DHL
O001160,2023-12-31,Delivered,USPS
O001161,2023-07-29,Shipped,USPS
O001162,2023-09-29,In Transit,USPS
O001163,2023-04-21,Shipped,USPS
O001164,2023-10-24,In Transit,FedEx
O001165,2024-01-03,In Transit,DHL
O001166,2023-04-17,In Transit,FedEx
O001167,2023-02-08,Delayed,UPS
O001168,2024-01-11,In Transit,UPS
O001169,2023-01-22,Delayed,FedEx
O001170,2023-11-11,In Transit,USPS
O001171,2023-11-06,Shipped,DHL
O001172,2023-11-02,In Transit,DHL
O001173,2023-06-07,In Transit,UPS
O001174,2023-11-01,Delayed,FedEx
O001175,2023-09-27,Delayed,UPS
O001176,2023-04-05,Shipped,UPS
O001177,2023-03-02,In Transit,UPS
O001178,2023-12-16,Delayed,DHL
O001179,2023-12-25,In Transit,UPS
O001180,2023-02-11,Delivered,FedEx
O001181,2023-06-21,Delivered,USPS
O001182,2023-02-09,Shipped,FedEx
O001183,2023-09-30,Delivered,FedEx
O001184,2023-01-29,Delivered,UPS
O001185,2023-10-28,Delayed,DHL
O001186,2023-03-22,Shipped,UPS
O001187,2023-05-13,In Transit,FedEx
O001188,2023-12-30,Delayed,UPS
O001189,2023-05-15,Delayed,FedEx
O001190,2023-11-30,Shipped,FedEx
O001191,2023-04-23,Shipped,FedEx
O001192,2023-02-22,Delayed,USPS
O001193,2023-07-26,Delivered,DHL
O001194,2023-04-11,Delayed,UPS
O001195,2023-05-05,Delivered,UPS
O001196,2023-02-02,In Transit,UPS
O001197,2023-11-07,Shipped,FedEx
O001198,2023-02-09,Shipped,FedEx
O001199,2023-04-05,Delivered,DHL
O001200,2023-06-29,In Transit,USPS
O001201,2023-03-17,Delayed,UPS
O001202,2023-04-28,In Transit,UPS
O001203,2023-03-18,Delayed,DHL
O001204,2023-07-21,In Transit,DHL
O001205,2023-10-19,Shipped,USPS
O001206,2023-02-12,Delayed,DHL
O001207,2023-06-20,Delivered,FedEx
O001208,2023-07-03,Delivered,UPS
O001209,2023-09-29,Delayed,FedEx
O001210,2023-12-26,Delivered,FedEx
O001211,2023-05-17,Delivered,DHL
O001212,2023-03-16,Shipped,FedEx
O001213,2023-04-22,Delayed,FedEx
O001214,2023-04-17,In Transit,DHL
O001215,2023-01-19,Delivered,FedEx
O001216,2023-05-17,In Transit,DHL
O001217,2023-02-04,Delayed,DHL
O001218,2023-12-15,In Transit,USPS
O001219,2023-04-08,Delayed,UPS
O001220,2023-01-19,In Transit,USPS
O001221,2023-08-05,Shipped,DHL
O001222,2023-04-20,In Transit,DHL
O001223,2023-12-05,In Transit,DHL
O001224,2023-10-23,Delayed,DHL
O001225,2023-08-24,Delayed,USPS
O001226,2023-03-07,In Transit,UPS
O001227,2023-06-09,Delayed,UPS
O001228,2023-08-18,Delivered,DHL
O001229,2023-12-20,Delayed,FedEx
O001230,2024-01-08,Shipped,DHL
O001231,2023-10-18,Shipped,USPS
O001232,2023-03-26,In Transit,DHL
O001233,2023-04-04,Delivered,UPS
O001234,2023-04-01,Delayed,DHL
O001235,2023-09-15,In Transit,DHL
O001236,2023-10-06,In Transit,USPS
O001237,2023-09-04,Delivered,DHL
O001238,2023-12-20,Shipped,UPS
O001239,2023-11-30,Delayed,UPS
O001240,2023-12-18,Delivered,UPS
O001241,2023-09-16,In Transit,DHL
O001242,2023-04-23,Shipped,UPS
O001243,2023-01-20,Shipped,UPS
O001244,2023-12-28,Shipped,FedEx
O001245,2023-02-23,Delivered,DHL
O001246,2024-01-07,Delivered,UPS
O001247,2023-05-21,In Transit,UPS
O001248,2023-12-04,In Transit,FedEx
O001249,2023-02-12,Shipped,FedEx
O001250,2023-06-30,Delayed,FedEx
O001251,2023-04-12,Delayed,USPS
O001252,2023-09-13,Shipped,USPS
O001253,2023-12-30,In Transit,UPS
O001254,2023-05-16,Delivered,DHL
O001255,2023-07-14,Shipped,USPS
O001256,2023-03-25,In Transit,FedEx
O001257,2023-04-05,Delayed,USPS
O001258,2023-10-18,Delayed,USPS
O001259,2023-07-17,In Transit,USPS
O001260,2023-07-18,Shipped,DHL
O001261,2023-04-20,Shipped,DHL
O001262,2023-03-06,Shipped,DHL
O001263,2023-11-10,Delayed,DHL
O001264,2023-05-09,Delayed,DHL
O001265,2023-04-03,Shipped,USPS
O001266,2023-12-04,Delivered,DHL
O001267,2023-01-27,Shipped,FedEx
O001268,2023-08-05,Delivered,USPS
O001269,2023-11-13,Delayed,DHL
O001270,2023-09-21,Delivered,FedEx
O001271,2023-01-25,Delivered,UPS
O001272,2023-09-01,In Transit,USPS
O001273,2023-09-10,Delivered,USPS
O001274,2023-03-29,Delivered,UPS
O001275,2023-01-27,Delayed,DHL
O001276,2023-10-30,Shipped,DHL
O001277,2023-01-24,In Transit,UPS
O001278,2023-04-04,Delayed,DHL
O001279,2023-08-21,Delayed,DHL
O001280,2023-10-25,Delivered,USPS
O001281,2023-06-18,Delivered,USPS
O001282,2023-07-10,In Transit,FedEx
O001283,2023-03-04,In Transit,DHL
O001284,2023-08-24,Shipped,UPS
O001285,2023-04-19,In Transit,FedEx
O001286,2023-03-27,In Transit,USPS
O001287,2023-01-28,Shipped,FedEx
O001288,2023-04-13,In Transit,USPS
O001289,2023-02-01,Delivered,DHL
O001290,2023-05-18,Shipped,DHL
O001291,2023-06-19,Shipped,DHL
O001292,2023-07-20,Shipped,FedEx
O001293,2023-07-27,Shipped,USPS
O001294,2023-07-17,Delayed,USPS
O001295,2023-06-08,Shipped,USPS
O001296,2023-07-16,Shipped,UPS
O001297,2023-05-31,In Transit,UPS
O001298,2023-09-06,Delayed,USPS
O001299,2023-03-27,Delivered,UPS
O001300,2023-11-21,In Transit,USPS
O001301,2023-02-27,In Transit,DHL
O001302,2023-01-18,Shipped,UPS
O001303,2023-05-29,Shipped,UPS
O001304,2023-04-06,Shipped,FedEx
O001305,2023-01-29,Delayed,DHL
O001306,2023-05-31,Shipped,FedEx
O001307,2023-11-30,Delivered,FedEx
O001308,2023-07-01,Shipped,USPS
O001309,2023-01-15,Delivered,DHL
O001310,2024-01-03,Shipped,USPS
O001311,2023-08-09,Delayed,FedEx
O001312,2023-10-02,Delivered,FedEx
O001313,2023-02-15,In Transit,DHL
O001314,2023-03-21,In Transit,FedEx
O001315,2023-02-25,Delayed,UPS
O001316,2023-03-31,Delayed,USPS
O001317,2023-06-15,Delivered,DHL
O001318,2023-06-15,In Transit,UPS
O001319,2023-03-17,Delivered,DHL
O001320,2023-07-18,In Transit,DHL
O001321,2023-08-24,In Transit,USPS
O001322,2023-03-11,Delayed,USPS
O001323,2023-01-13,Delivered,USPS
O001324,2023-01-12,Shipped,FedEx
O001325,2023-05-09,Delayed,USPS
O001326,2023-02-11,Delivered,FedEx
O001327,2023-08-04,Delivered,DHL
O001328,2023-09-28,Delivered,UPS
O001329,2023-06-30,Shipped,DHL
O001330,2023-12-12,Delayed,UPS
O001331,2023-10-09,Shipped,USPS
O001332,2023-11-19,Delivered,DHL
O001333,2023-09-29,Delivered,UPS
O001334,2023-06-24,Shipped,DHL
O001335,2024-01-01,Delivered,DHL
O001336,2023-05-30,In Transit,USPS
O001337,2023-10-18,Delivered,USPS
O001338,2023-09-28,In Transit,FedEx
O001339,2023-08-20,Delayed,DHL
O001340,2023-09-05,In Transit,USPS
O001341,2023-11-04,In Transit,UPS
O001342,2023-01-10,Delayed,FedEx
O001343,2023-01-21,Delayed,USPS
O001344,2023-12-01,Shipped,FedEx
O001345,2023-10-03,Delayed,DHL
O001346,2023-10-03,Delivered,FedEx
O001347,2023-09-20,Shipped,DHL
O001348,2023-10-27,Shipped,FedEx
O001349,2023-12-01,Delivered,UPS
O001350,2023-07-20,Delivered,FedEx
O001351,2023-12-24,Delivered,DHL
O001352,2023-08-26,Delivered,USPS
O001353,2023-10-04,In Transit,FedEx
O001354,2023-10-18,Delivered,DHL
O001355,2023-12-22,Delayed,UPS
O001356,2023-08-15,Delivered,FedEx
O001357,2023-11-01,Shipped,UPS
O001358,2023-10-03,Delayed,FedEx
O001359,2023-12-30,Delivered,FedEx
O001360,2023-02-28,Delayed,UPS
O001361,2023-08-05,Shipped,UPS
O001362,2023-11-08,Delayed,USPS
