Order ID,Production Start Date,Completion Date,Delays (days),Issues
O000534,2023-03-07,2023-03-10,3,Machine Breakdown
O000535,2023-07-14,2023-07-19,0,Machine Breakdown
O000536,2023-12-01,2023-12-11,1,None
O000537,2023-04-16,2023-04-19,3,Machine Breakdown
O000538,2023-11-28,2023-11-29,3,None
O000539,2023-06-28,2023-07-08,3,Machine Breakdown
O000540,2023-12-31,2024-01-05,1,Machine Breakdown
O000541,2023-11-17,2023-11-22,1,None
O000542,2023-06-30,2023-07-03,1,Machine Breakdown
O000543,2023-08-14,2023-08-18,2,Machine Breakdown
O000544,2023-12-01,2023-12-10,1,None
O000545,2023-10-24,2023-10-27,4,Machine Breakdown
O000546,2023-07-31,2023-08-06,0,Quality Issue
O000547,2023-02-13,2023-02-16,2,Machine Breakdown
O000548,2023-04-21,2023-04-24,3,Material Shortage
O000549,2023-01-26,2023-02-02,1,Quality Issue
O000550,2023-01-15,2023-01-16,1,Machine Breakdown
O000551,2023-06-06,2023-06-16,3,Machine Breakdown
O000552,2023-06-18,2023-06-28,0,Quality Issue
O000553,2023-09-19,2023-09-27,3,Quality Issue
O000554,2023-10-25,2023-10-29,4,Machine Breakdown
O000555,2023-08-12,2023-08-20,1,None
O000556,2023-10-01,2023-10-03,4,Material Shortage
O000557,2023-03-26,2023-03-30,0,Machine Breakdown
O000558,2023-01-06,2023-01-12,1,Machine Breakdown
O000559,2023-05-31,2023-06-10,1,None
O000560,2023-03-22,2023-03-28,3,Material Shortage
O000561,2023-11-14,2023-11-15,1,None
O000562,2023-05-21,2023-05-27,1,Machine Breakdown
O000563,2023-03-22,2023-03-26,3,Quality Issue
O000564,2023-08-28,2023-08-30,2,Machine Breakdown
O000565,2023-11-28,2023-12-03,1,Material Shortage
O000566,2023-08-31,2023-09-07,0,None
O000567,2023-03-27,2023-03-28,3,Quality Issue
O000568,2023-09-08,2023-09-17,1,Machine Breakdown
O000569,2023-07-01,2023-07-05,4,Machine Breakdown
O000570,2023-11-28,2023-12-04,1,Machine Breakdown
O000571,2023-10-21,2023-10-26,2,Quality Issue
O000572,2023-08-27,2023-09-05,4,Machine Breakdown
O000573,2023-06-12,2023-06-20,4,Quality Issue
O000574,2023-02-16,2023-02-25,1,Machine Breakdown
O000575,2023-08-13,2023-08-18,2,Machine Breakdown
O000576,2023-05-03,2023-05-11,4,Material Shortage
O000577,2023-03-06,2023-03-08,4,Material Shortage
O000578,2023-03-14,2023-03-16,3,Material Shortage
O000579,2023-05-05,2023-05-11,1,Machine Breakdown
O000580,2023-03-03,2023-03-12,0,Quality Issue
O000581,2023-07-06,2023-07-07,4,None
O000582,2023-01-29,2023-02-04,4,Material Shortage
O000583,2023-08-07,2023-08-13,0,None
O000584,2023-10-25,2023-11-01,3,Quality Issue
O000585,2023-07-27,2023-07-28,4,Quality Issue
O000586,2023-10-28,2023-10-29,4,None
O000587,2023-02-27,2023-03-07,3,Machine Breakdown
O000588,2023-12-14,2023-12-22,4,Material Shortage
O000589,2023-05-27,2023-05-29,2,Machine Breakdown
O000590,2023-03-02,2023-03-12,4,Machine Breakdown
O000591,2023-11-04,2023-11-14,1,Material Shortage
O000592,2023-06-07,2023-06-15,3,Quality Issue
O000593,2023-12-23,2023-12-24,2,Material Shortage
O000594,2023-09-23,2023-10-02,0,None
O000595,2023-11-13,2023-11-18,1,Quality Issue
O000596,2023-01-02,2023-01-07,4,Machine Breakdown
O000597,2023-02-18,2023-02-26,0,Material Shortage
O000598,2023-10-10,2023-10-12,2,Material Shortage
O000599,2023-12-13,2023-12-19,4,Machine Breakdown
O000600,2023-04-25,2023-04-27,3,Material Shortage
O000601,2023-04-06,2023-04-08,4,Machine Breakdown
O000602,2023-07-13,2023-07-23,4,Material Shortage
O000603,2023-10-20,2023-10-29,1,None
O000604,2023-03-14,2023-03-15,4,Material Shortage
O000605,2023-05-14,2023-05-20,0,Material Shortage
O000606,2023-08-29,2023-09-06,0,Quality Issue
O000607,2023-09-30,2023-10-07,1,None
O000608,2023-02-08,2023-02-18,1,Material Shortage
O000609,2023-08-15,2023-08-20,4,Material Shortage
O000610,2023-08-28,2023-08-30,1,Material Shortage
O000611,2023-06-06,2023-06-15,1,Material Shortage
O000612,2023-06-07,2023-06-14,0,Material Shortage
O000613,2023-09-17,2023-09-21,1,Material Shortage
O000614,2023-03-31,2023-04-04,0,Material Shortage
O000615,2023-12-07,2023-12-13,2,Material Shortage
O000616,2023-07-07,2023-07-13,3,Quality Issue
O000617,2023-02-22,2023-02-27,1,Quality Issue
O000618,2023-11-29,2023-12-05,0,None
O000619,2023-01-26,2023-02-04,4,Machine Breakdown
O000620,2023-07-30,2023-08-09,4,None
O000621,2023-01-22,2023-01-30,1,Material Shortage
O000622,2023-05-21,2023-05-26,3,Machine Breakdown
O000623,2023-08-12,2023-08-18,2,None
O000624,2023-06-25,2023-07-02,1,Machine Breakdown
O000625,2023-07-31,2023-08-03,0,Quality Issue
O000626,2023-10-03,2023-10-05,1,Quality Issue
O000627,2023-08-12,2023-08-22,0,Quality Issue
O000628,2023-07-13,2023-07-19,0,Quality Issue
O000629,2023-04-03,2023-04-05,2,Material Shortage
O000630,2023-09-30,2023-10-04,4,Machine Breakdown
O000631,2023-12-29,2024-01-08,3,None
O000632,2023-10-26,2023-10-29,2,Quality Issue
O000633,2023-08-21,2023-08-30,4,Machine Breakdown
O000634,2023-05-27,2023-06-04,4,Material Shortage
O000635,2023-07-06,2023-07-15,4,None
O000636,2023-01-13,2023-01-17,2,Machine Breakdown
O000637,2023-08-29,2023-09-01,0,Material Shortage
O000638,2023-01-19,2023-01-25,4,Material Shortage
O000639,2023-06-17,2023-06-27,1,Machine Breakdown
O000640,2023-02-07,2023-02-17,0,Quality Issue
O000641,2023-12-22,2023-12-30,0,Machine Breakdown
O000642,2023-06-26,2023-06-28,3,Machine Breakdown
O000643,2023-07-08,2023-07-13,2,Quality Issue
O000644,2023-03-04,2023-03-08,4,Machine Breakdown
O000645,2023-01-05,2023-01-10,2,Machine Breakdown
O000646,2023-08-19,2023-08-26,4,None
O000647,2023-07-09,2023-07-10,1,Material Shortage
O000648,2023-06-29,2023-07-04,1,None
O000649,2023-06-23,2023-06-28,4,Quality Issue
O000650,2023-09-30,2023-10-07,4,Material Shortage
O000651,2023-04-13,2023-04-20,4,Quality Issue
O000652,2023-11-19,2023-11-27,2,Machine Breakdown
O000653,2023-10-05,2023-10-10,4,Machine Breakdown
O000654,2023-11-21,2023-11-27,3,None
O000655,2023-01-07,2023-01-14,1,None
O000656,2023-04-21,2023-04-30,4,None
O000657,2023-12-24,2023-12-30,3,Quality Issue
O000658,2023-11-21,2023-11-22,0,Machine Breakdown
O000659,2023-08-28,2023-09-03,2,Quality Issue
O000660,2023-02-27,2023-03-06,1,Machine Breakdown
O000661,2023-11-12,2023-11-20,2,Quality Issue
O000662,2023-01-27,2023-02-01,4,Machine Breakdown
O000663,2023-02-18,2023-02-25,3,Quality Issue
O000664,2023-02-01,2023-02-10,3,Quality Issue
O000665,2023-01-29,2023-01-30,0,Machine Breakdown
O000666,2023-06-08,2023-06-11,3,Material Shortage
O000667,2023-11-04,2023-11-10,3,Material Shortage
O000668,2023-06-15,2023-06-16,4,Material Shortage
O000669,2023-11-23,2023-11-26,2,Machine Breakdown
O000670,2023-05-27,2023-06-02,0,None
O000671,2023-09-19,2023-09-28,1,Machine Breakdown
O000672,2023-07-25,2023-08-04,0,Quality Issue
O000673,2023-05-27,2023-05-30,4,Material Shortage
O000674,2023-02-06,2023-02-14,1,Quality Issue
O000675,2023-06-29,2023-07-07,0,Machine Breakdown
O000676,2023-03-04,2023-03-07,3,Machine Breakdown
O000677,2023-12-13,2023-12-20,2,Quality Issue
O000678,2023-10-09,2023-10-16,2,None
O000679,2023-10-19,2023-10-26,2,Quality Issue
O000680,2023-06-22,2023-06-26,3,Quality Issue
O000681,2023-04-04,2023-04-12,2,Quality Issue
O000682,2023-07-04,2023-07-12,1,Quality Issue
O000683,2023-01-10,2023-01-20,0,Machine Breakdown
O000684,2023-04-03,2023-04-04,3,None
O000685,2023-07-12,2023-07-14,0,Quality Issue
O000686,2023-06-07,2023-06-11,2,Material Shortage
O000687,2023-12-21,2023-12-23,1,Material Shortage
O000688,2023-05-13,2023-05-21,3,None
O000689,2023-05-03,2023-05-12,3,None
O000690,2023-11-20,2023-11-22,3,Quality Issue
O000691,2023-05-02,2023-05-05,3,Material Shortage
O000692,2023-12-25,2024-01-04,4,None
O000693,2023-09-04,2023-09-13,1,Machine Breakdown
O000694,2023-02-01,2023-02-07,4,Machine Breakdown
O000695,2023-01-15,2023-01-21,0,Machine Breakdown
O000696,2023-07-05,2023-07-07,4,Material Shortage
O000697,2023-01-31,2023-02-03,1,Material Shortage
O000698,2023-10-18,2023-10-21,3,Material Shortage
O000699,2023-08-31,2023-09-07,0,None
O000700,2023-09-27,2023-10-06,1,None
O000701,2023-12-07,2023-12-16,4,Material Shortage
O000702,2023-02-09,2023-02-19,0,Machine Breakdown
O000703,2023-04-15,2023-04-19,2,None
O000704,2023-08-31,2023-09-09,3,Quality Issue
O000705,2023-01-30,2023-02-09,3,Quality Issue
O000706,2023-05-24,2023-05-27,3,Machine Breakdown
O000707,2023-06-16,2023-06-26,3,Machine Breakdown
O000708,2023-01-07,2023-01-09,0,Quality Issue
O000709,2023-05-29,2023-06-02,4,Machine Breakdown
O000710,2023-05-29,2023-05-31,0,None
O000711,2023-04-06,2023-04-16,0,Material Shortage
O000712,2023-10-04,2023-10-09,4,Machine Breakdown
O000713,2023-07-01,2023-07-11,1,Quality Issue
O000714,2023-01-19,2023-01-25,4,Machine Breakdown
O000715,2023-01-20,2023-01-27,1,None
O000716,2023-12-10,2023-12-12,4,Machine Breakdown
O000717,2023-07-22,2023-07-28,3,Machine Breakdown
O000718,2023-02-23,2023-02-27,3,None
O000719,2023-03-10,2023-03-20,2,Machine Breakdown
O000720,2023-09-01,2023-09-04,4,None
O000721,2023-01-13,2023-01-23,0,Quality Issue
O000722,2023-09-12,2023-09-16,2,Machine Breakdown
O000723,2023-11-15,2023-11-23,4,Material Shortage
O000724,2023-02-08,2023-02-11,0,Machine Breakdown
O000725,2023-02-13,2023-02-21,1,None
O000726,2023-10-22,2023-10-28,1,Material Shortage
O000727,2023-05-07,2023-05-14,4,Quality Issue
O000728,2023-03-01,2023-03-03,0,Quality Issue
O000729,2023-10-29,2023-11-03,4,None
O000730,2023-08-23,2023-08-24,4,None
O000731,2023-05-19,2023-05-24,0,None
O000732,2023-10-02,2023-10-12,3,None
O000733,2023-04-19,2023-04-29,3,Material Shortage
O000734,2023-09-28,2023-10-08,0,Material Shortage
O000735,2023-03-27,2023-04-03,1,Quality Issue
O000736,2023-06-24,2023-07-02,1,Quality Issue
O000737,2023-03-06,2023-03-16,3,Machine Breakdown
O000738,2023-05-23,2023-05-28,4,Quality Issue
O000739,2023-05-21,2023-05-27,1,None
O000740,2023-04-09,2023-04-12,1,None
O000741,2023-01-11,2023-01-17,4,Machine Breakdown
O000742,2023-09-01,2023-09-08,1,Quality Issue
O000743,2023-03-18,2023-03-27,3,Material Shortage
O000744,2023-12-30,2024-01-05,2,Quality Issue
O000745,2023-09-24,2023-09-25,1,None
O000746,2023-04-05,2023-04-07,0,None
O000747,2023-08-15,2023-08-16,1,Machine Breakdown
O000748,2023-05-22,2023-05-26,4,None
O000749,2023-06-15,2023-06-20,3,None
O000750,2023-09-04,2023-09-13,0,Machine Breakdown
O000751,2023-05-24,2023-05-25,4,Quality Issue
O000752,2023-09-06,2023-09-08,2,None
O000753,2023-11-23,2023-11-26,4,Quality Issue
O000754,2023-09-17,2023-09-25,1,Quality Issue
O000755,2023-08-31,2023-09-03,3,Machine Breakdown
O000756,2023-12-17,2023-12-20,0,Machine Breakdown
O000757,2023-06-02,2023-06-10,2,Material Shortage
O000758,2023-01-04,2023-01-05,2,Quality Issue
O000759,2023-06-01,2023-06-02,1,Quality Issue
O000760,2023-02-22,2023-02-24,2,Material Shortage
O000761,2023-06-18,2023-06-21,0,None
O000762,2023-06-09,2023-06-12,1,Quality Issue
O000763,2023-01-24,2023-02-03,4,Machine Breakdown
O000764,2023-11-09,2023-11-13,0,None
O000765,2023-09-11,2023-09-20,3,None
O000766,2023-03-04,2023-03-05,2,Material Shortage
O000767,2023-07-26,2023-07-31,4,Material Shortage
O000768,2023-03-13,2023-03-23,4,None
O000769,2023-06-27,2023-06-29,4,Material Shortage
O000770,2023-04-07,2023-04-17,0,Machine Breakdown
O000771,2023-08-15,2023-08-16,1,None
O000772,2023-01-26,2023-02-03,4,Quality Issue
O000773,2023-11-12,2023-11-22,4,Material Shortage
O000774,2023-05-03,2023-05-12,4,Quality Issue
O000775,2023-11-03,2023-11-10,4,Material Shortage
O000776,2023-11-28,2023-12-05,2,None
O000777,2023-05-04,2023-05-13,3,None
O000778,2023-02-12,2023-02-18,1,None
O000779,2023-10-26,2023-11-02,0,Machine Breakdown
O000780,2023-10-09,2023-10-16,0,Quality Issue
O000781,2023-03-16,2023-03-19,0,Material Shortage
O000782,2023-11-04,2023-11-05,1,Machine Breakdown
O000783,2023-12-12,2023-12-19,1,Quality Issue
O000784,2023-07-27,2023-08-03,2,Machine Breakdown
O000785,2023-06-30,2023-07-08,3,Material Shortage
O000786,2023-12-09,2023-12-18,2,Quality Issue
O000787,2023-03-04,2023-03-08,2,Quality Issue
O000788,2023-12-13,2023-12-21,2,None
O000789,2023-10-25,2023-10-27,2,Machine Breakdown
O000790,2023-06-28,2023-07-05,4,None
O000791,2023-12-17,2023-12-20,0,Material Shortage
O000792,2023-04-20,2023-04-24,3,Quality Issue
O000793,2023-06-19,2023-06-29,4,Machine Breakdown
O000794,2023-02-20,2023-02-28,1,Material Shortage
O000795,2023-03-12,2023-03-22,3,Machine Breakdown
O000796,2023-11-15,2023-11-17,3,None
O000797,2023-08-18,2023-08-27,1,Machine Breakdown
O000798,2023-08-19,2023-08-20,1,Machine Breakdown
O000799,2023-02-21,2023-02-22,3,None
O000800,2023-06-19,2023-06-23,0,Material Shortage
O000801,2023-10-29,2023-10-31,3,Material Shortage
O000802,2023-05-05,2023-05-15,2,Quality Issue
O000803,2023-05-23,2023-06-02,4,None
O000804,2023-05-18,2023-05-25,1,None
O000805,2023-04-23,2023-04-26,4,Quality Issue
O000806,2023-10-26,2023-11-03,4,None
O000807,2023-06-06,2023-06-15,0,Machine Breakdown
O000808,2023-08-19,2023-08-28,4,Machine Breakdown
O000809,2023-01-06,2023-01-09,4,Quality Issue
O000810,2023-03-02,2023-03-08,4,Quality Issue
O000811,2023-06-17,2023-06-24,2,Machine Breakdown
O000812,2023-07-12,2023-07-22,0,Quality Issue
O000813,2023-08-12,2023-08-20,3,None
O000814,2023-07-27,2023-08-04,4,None
O000815,2023-08-25,2023-09-01,2,Material Shortage
O000816,2023-02-06,2023-02-13,0,Quality Issue
O000817,2023-07-28,2023-08-01,4,None
O000818,2023-11-24,2023-11-30,3,None
O000819,2023-06-17,2023-06-25,1,Material Shortage
O000820,2023-02-09,2023-02-17,3,Material Shortage
O000821,2023-04-23,2023-04-30,0,None
O000822,2023-04-09,2023-04-16,1,None
O000823,2023-08-30,2023-09-06,1,Machine Breakdown
O000824,2023-04-13,2023-04-23,3,Material Shortage
O000825,2023-10-08,2023-10-18,0,Material Shortage
O000826,2023-02-19,2023-02-25,3,Quality Issue
O000827,2023-09-21,2023-09-28,3,Machine Breakdown
O000828,2023-04-18,2023-04-27,1,Material Shortage
O000829,2023-04-06,2023-04-07,2,Material Shortage
O000830,2023-09-12,2023-09-13,4,Machine Breakdown
O000831,2023-09-17,2023-09-19,0,None
O000832,2023-01-07,2023-01-12,4,None
O000833,2023-03-01,2023-03-10,3,Material Shortage
O000834,2023-10-10,2023-10-12,1,Machine Breakdown
O000835,2023-08-11,2023-08-21,0,None
O000836,2023-05-19,2023-05-23,4,Machine Breakdown
O000837,2023-05-16,2023-05-19,4,None
O000838,2023-01-30,2023-02-04,1,Machine Breakdown
O000839,2023-02-17,2023-02-18,2,None
O000840,2023-10-03,2023-10-13,3,Material Shortage
O000841,2023-02-12,2023-02-13,1,Quality Issue
O000842,2023-08-31,2023-09-10,0,Machine Breakdown
O000843,2023-03-22,2023-04-01,4,Machine Breakdown
O000844,2023-07-15,2023-07-22,4,Machine Breakdown
O000845,2023-12-09,2023-12-18,3,Quality Issue
O000846,2023-09-03,2023-09-07,3,Machine Breakdown
O000847,2023-07-17,2023-07-25,3,None
O000848,2023-07-10,2023-07-20,2,Machine Breakdown
O000849,2023-07-25,2023-07-27,1,Quality Issue
O000850,2023-05-30,2023-06-02,4,None
O000851,2023-04-30,2023-05-05,3,Quality Issue
O000852,2023-03-17,2023-03-20,2,Material Shortage
O000853,2023-12-24,2023-12-25,4,Quality Issue
O000854,2023-01-10,2023-01-17,4,Quality Issue
O000855,2023-07-26,2023-07-28,0,Material Shortage
O000856,2023-03-04,2023-03-14,0,Material Shortage
O000857,2023-08-25,2023-08-31,2,None
O000858,2023-03-10,2023-03-12,1,Quality Issue
O000859,2023-12-05,2023-12-13,4,None
O000860,2023-12-27,2023-12-30,1,Quality Issue
O000861,2023-05-30,2023-05-31,0,Material Shortage
O000862,2023-06-06,2023-06-15,3,Machine Breakdown
O000863,2023-05-26,2023-05-29,4,Material Shortage
O000864,2023-11-29,2023-12-04,2,None
O000865,2023-08-08,2023-08-13,1,Quality Issue
O000866,2023-01-18,2023-01-21,1,Machine Breakdown
O000867,2023-10-02,2023-10-06,1,None
O000868,2023-04-18,2023-04-19,3,None
O000869,2023-03-24,2023-04-03,2,Machine Breakdown
O000870,2023-02-02,2023-02-08,2,None
O000871,2023-03-02,2023-03-05,1,Machine Breakdown
O000872,2023-09-17,2023-09-23,0,Material Shortage
O000873,2023-06-22,2023-06-28,3,Machine Breakdown
O000874,2023-06-18,2023-06-19,3,Material Shortage
O000875,2023-11-18,2023-11-19,1,Material Shortage
O000876,2023-06-10,2023-06-12,4,None
O000877,2023-10-15,2023-10-21,4,Machine Breakdown
O000878,2023-09-17,2023-09-25,1,Machine Breakdown
O000879,2023-12-01,2023-12-03,3,Material Shortage
O000880,2023-05-31,2023-06-01,2,None
O000881,2023-06-16,2023-06-25,2,None
O000882,2023-09-19,2023-09-28,0,Material Shortage
O000883,2023-04-01,2023-04-08,1,Quality Issue
O000884,2023-01-12,2023-01-15,3,None
O000885,2023-02-26,2023-02-28,2,Machine Breakdown
O000886,2023-06-17,2023-06-22,4,Machine Breakdown
O000887,2023-04-17,2023-04-18,3,None
O000888,2023-10-01,2023-10-10,1,None
O000889,2023-01-24,2023-01-29,4,Machine Breakdown
O000890,2023-07-27,2023-08-02,2,Material Shortage
O000891,2023-05-23,2023-06-01,0,Machine Breakdown
O000892,2023-11-09,2023-11-15,0,Machine Breakdown
O000893,2023-06-20,2023-06-27,4,Machine Breakdown
O000894,2023-02-15,2023-02-24,4,Material Shortage
O000895,2023-04-15,2023-04-19,1,Material Shortage
O000896,2024-01-03,2024-01-06,1,Material Shortage
O000897,2023-02-04,2023-02-09,2,Quality Issue
O000898,2023-02-03,2023-02-04,1,Quality Issue
O000899,2023-05-06,2023-05-07,2,Material Shortage
O000900,2023-06-24,2023-06-26,0,Material Shortage
O000901,2023-10-29,2023-11-02,0,None
O000902,2023-01-17,2023-01-26,0,Quality Issue
O000903,2023-05-03,2023-05-10,2,Material Shortage
O000904,2023-12-24,2024-01-01,1,Quality Issue
O000905,2023-09-01,2023-09-07,3,Material Shortage
O000906,2023-08-17,2023-08-26,4,None
O000907,2023-04-09,2023-04-10,3,Material Shortage
O000908,2023-03-07,2023-03-10,1,Quality Issue
O000909,2023-05-11,2023-05-18,3,Machine Breakdown
O000910,2023-04-14,2023-04-24,1,Material Shortage
O000911,2023-07-04,2023-07-14,1,Material Shortage
O000912,2023-08-31,2023-09-09,1,Material Shortage
O000913,2023-02-17,2023-02-19,1,None
O000914,2023-05-19,2023-05-21,2,None
O000915,2023-12-24,2023-12-25,4,None
O000916,2023-02-04,2023-02-12,1,Quality Issue
O000917,2023-06-08,2023-06-12,2,Machine Breakdown
O000918,2023-02-03,2023-02-04,4,Machine Breakdown
O000919,2023-05-06,2023-05-10,0,None
O000920,2023-04-18,2023-04-24,1,Quality Issue
O000921,2023-08-11,2023-08-17,1,None
O000922,2023-03-27,2023-04-05,4,Material Shortage
O000923,2023-08-07,2023-08-10,2,Material Shortage
O000924,2023-10-13,2023-10-14,4,None
O000925,2023-02-01,2023-02-06,1,Machine Breakdown
O000926,2023-09-16,2023-09-26,1,Machine Breakdown
O000927,2023-05-08,2023-05-14,0,Machine Breakdown
O000928,2023-08-05,2023-08-13,4,None
O000929,2023-06-01,2023-06-04,0,Machine Breakdown
O000930,2023-11-07,2023-11-08,1,Material Shortage
O000931,2023-04-09,2023-04-14,1,Quality Issue
O000932,2023-03-16,2023-03-26,2,Machine Breakdown
O000933,2023-11-19,2023-11-27,4,Machine Breakdown
O000934,2023-03-03,2023-03-09,1,Material Shortage
O000935,2023-10-21,2023-10-26,1,Material Shortage
O000936,2023-05-06,2023-05-11,0,None
O000937,2023-09-06,2023-09-09,2,Quality Issue
O000938,2023-12-17,2023-12-18,4,None
O000939,2023-09-17,2023-09-22,1,None
O000940,2023-03-17,2023-03-25,4,None
O000941,2023-03-07,2023-03-14,2,Material Shortage
O000942,2023-02-05,2023-02-11,0,Quality Issue
O000943,2023-05-17,2023-05-18,4,Material Shortage
O000944,2023-04-20,2023-04-27,2,Machine Breakdown
O000945,2023-02-24,2023-03-03,3,None
O000946,2024-01-04,2024-01-10,0,None
O000947,2023-03-24,2023-03-31,0,Machine Breakdown
O000948,2023-10-01,2023-10-10,4,None
O000949,2023-12-31,2024-01-05,3,Material Shortage
O000950,2023-02-13,2023-02-18,0,Quality Issue
O000951,2023-10-17,2023-10-27,4,Quality Issue
O000952,2023-11-16,2023-11-19,2,Quality Issue
O000953,2023-03-09,2023-03-14,4,Quality Issue
O000954,2023-02-05,2023-02-12,4,None
O000955,2023-09-13,2023-09-23,0,Machine Breakdown
O000956,2023-10-12,2023-10-20,2,None
O000957,2023-10-20,2023-10-29,2,None
O000958,2023-11-02,2023-11-08,3,Material Shortage
O000959,2023-10-17,2023-10-20,2,None
O000960,2023-11-04,2023-11-07,3,None
O000961,2023-04-08,2023-04-18,1,Machine Breakdown
O000962,2023-07-03,2023-07-08,4,None
O000963,2023-11-09,2023-11-10,3,None
O000964,2023-09-26,2023-09-30,1,Machine Breakdown
O000965,2023-06-02,2023-06-03,3,Quality Issue
O000966,2023-11-10,2023-11-13,4,Material Shortage
O000967,2023-07-15,2023-07-16,4,None
O000968,2023-07-21,2023-07-24,0,Machine Breakdown
O000969,2023-12-19,2023-12-22,4,Quality Issue
O000970,2023-07-29,2023-08-07,2,Quality Issue
O000971,2023-04-30,2023-05-06,1,Machine Breakdown
O000972,2023-04-17,2023-04-21,4,Machine Breakdown
O000973,2023-11-30,2023-12-02,1,Material Shortage
O000974,2023-09-12,2023-09-19,3,Machine Breakdown
O000975,2023-12-13,2023-12-21,0,Machine Breakdown
O000976,2023-03-21,2023-03-25,2,Quality Issue
O000977,2023-09-06,2023-09-09,4,Material Shortage
O000978,2023-06-29,2023-07-02,2,Machine Breakdown
O000979,2023-02-18,2023-02-23,2,Material Shortage
O000980,2023-09-20,2023-09-27,0,Machine Breakdown
O000981,2023-01-28,2023-02-06,3,Machine Breakdown
O000982,2023-04-11,2023-04-16,4,None
O000983,2023-03-30,2023-04-06,4,Machine Breakdown
O000984,2023-02-04,2023-02-10,4,None
O000985,2023-06-27,2023-07-07,3,Quality Issue
O000986,2023-05-05,2023-05-11,0,Material Shortage
